product_id,price,year,month,day,area
1,"81,000",2009,6,4,84.751
1,"50,000",2009,6,4,84.751
1,"79,000",2009,6,6,84.751
1,"118,000",2009,6,8,136.325
1,"69,250",2009,6,8,84.705
1,"93,800",2009,6,8,117.585
1,"134,500",2009,6,8,158.705
1,"81,000",2009,6,13,84.751
1,"100,000",2009,6,15,117.585
1,"106,400",2009,6,19,117.585
1,"100,000",2009,6,19,117.585
1,"97,000",2009,6,20,117.585
1,"134,000",2009,6,20,158.705
1,"111,000",2009,6,22,136.325
1,"113,000",2009,6,22,136.325
1,"117,250",2009,6,22,136.325
1,"109,500",2009,6,24,136.325
1,"118,400",2009,6,24,136.325
1,"80,900",2009,6,24,84.751
1,"74,000",2009,6,24,84.751
1,"94,000",2009,6,26,117.585
1,"81,000",2009,6,27,84.705
1,"78,000",2009,6,27,84.705
1,"80,900",2009,6,27,84.751
1,"117,000",2009,6,29,136.325
1,"138,000",2009,6,29,158.705
1,"82,000",2009,6,30,84.751
1,"80,000",2009,6,30,84.705
1,"80,500",2009,7,1,84.751
1,"80,000",2009,7,2,84.751
1,"119,500",2009,7,3,136.325
1,"81,500",2009,7,4,84.705
1,"83,000",2009,7,4,84.751
1,"120,000",2009,7,4,136.325
1,"119,000",2009,7,9,136.325
1,"82,000",2009,7,11,84.751
1,"97,000",2009,7,14,117.585
1,"74,900",2009,7,15,84.705
1,"81,900",2009,7,16,84.705
1,"130,000",2009,7,18,158.705
1,"81,500",2009,7,18,84.705
1,"116,700",2009,7,24,136.325
1,"120,000",2009,7,24,136.325
1,"119,500",2009,7,25,136.325
1,"124,500",2009,7,29,136.325
1,"74,500",2009,7,31,84.751
1,"80,000",2009,8,3,84.705
1,"107,800",2009,8,3,117.585
1,"104,500",2009,8,5,117.585
1,"80,000",2009,8,6,84.705
1,"105,000",2009,8,7,117.585
1,"82,800",2009,8,10,84.751
1,"85,250",2009,8,11,84.751
1,"78,000",2009,8,11,84.751
1,"85,000",2009,8,11,84.751
1,"85,000",2009,8,11,84.751
1,"117,500",2009,8,13,136.325
1,"119,000",2009,8,14,136.325
1,"78,500",2009,8,15,84.705
1,"109,000",2009,8,17,117.585
1,"117,000",2009,8,17,117.585
1,"75,000",2009,8,20,84.705
1,"85,250",2009,8,20,84.751
1,"80,500",2009,8,20,84.751
1,"106,000",2009,8,21,117.585
1,"74,000",2009,8,21,84.705
1,"113,000",2009,8,21,136.325
1,"140,000",2009,8,21,158.705
1,"115,000",2009,8,22,117.585
1,"84,100",2009,8,22,84.751
1,"82,000",2009,8,24,84.705
1,"83,000",2009,8,24,84.705
1,"110,000",2009,8,25,117.585
1,"83,000",2009,8,25,84.705
1,"80,000",2009,8,25,84.705
1,"80,000",2009,8,25,84.705
1,"125,000",2009,8,25,136.325
1,"124,500",2009,8,25,136.325
1,"180,000",2009,8,28,192.235
1,"119,000",2009,8,31,136.325
1,"81,700",2009,9,2,84.705
1,"134,000",2009,9,3,158.705
1,"83,950",2009,9,4,84.705
1,"84,500",2009,9,4,84.705
1,"87,000",2009,9,5,84.751
1,"111,000",2009,9,8,117.585
1,"83,300",2009,9,14,84.705
1,"118,500",2009,9,14,136.325
1,"76,000",2009,9,16,84.705
1,"85,000",2009,9,17,84.751
1,"123,000",2009,9,17,136.325
1,"76,800",2009,9,23,84.705
1,"138,500",2009,9,24,158.705
1,"139,500",2009,9,26,158.705
1,"138,000",2009,10,5,158.705
1,"111,500",2009,10,8,117.585
1,"79,500",2009,10,28,84.705
1,"116,400",2009,11,2,136.325
1,"139,000",2009,11,7,158.705
1,"129,000",2009,11,11,136.325
1,"106,500",2009,11,23,117.585
1,"115,000",2009,12,10,136.325
1,"131,000",2009,12,10,158.705
1,"133,500",2009,12,11,158.705
1,"78,500",2009,12,12,84.705
1,"101,900",2009,12,15,117.585
1,"131,500",2009,12,16,158.705
1,"82,500",2009,12,18,84.751
1,"132,300",2009,12,19,158.705
1,"78,500",2009,12,23,84.705
1,"77,000",2009,12,25,84.705
1,"77,000",2009,12,26,84.705
1,"122,000",2009,12,26,136.325
1,"79,800",2009,12,28,84.705
1,"79,800",2009,12,29,84.705
1,"79,900",2009,12,30,84.705
1,"82,700",2010,1,1,84.751
1,"112,500",2010,1,2,136.325
1,"80,000",2010,1,4,84.705
1,"116,500",2010,1,6,136.325
1,"129,000",2010,1,9,136.325
1,"130,000",2010,1,11,158.705
1,"80,000",2010,1,20,84.705
1,"115,000",2010,1,21,117.585
1,"109,300",2010,1,22,117.585
1,"75,000",2010,1,27,84.705
1,"136,000",2010,1,27,158.705
1,"84,000",2010,1,29,84.751
1,"141,500",2010,1,30,158.705
1,"126,500",2010,2,2,136.325
1,"87,000",2010,2,3,84.751
1,"83,900",2010,2,5,84.751
1,"79,200",2010,2,5,84.705
1,"123,000",2010,2,6,136.325
1,"78,500",2010,2,6,84.705
1,"108,500",2010,2,6,117.585
1,"122,000",2010,2,24,136.325
1,"126,000",2010,2,27,136.325
1,"129,500",2010,3,2,158.705
1,"21,000",2010,3,16,136.325
1,"104,000",2010,3,16,117.585
1,"140,500",2010,3,27,158.705
1,"74,000",2010,4,12,84.705
1,"75,000",2010,4,15,84.705
1,"74,000",2010,4,22,84.705
1,"72,500",2010,4,27,84.705
